,parentTconst,primaryTitle,seasonNumber,year,numSeasons,startYear,averageRating,numVotes,avgVotes,intYear,yearVotes,propVotes
38011,tt4343334,Poyraz Karayel,3.0,2017.0,3.0,2015.0,8.794999999999998,3592,7571.666666666667,2017,5574011,0.06444192521327999
38038,tt4354880,Mr. Mercedes,1.0,2017.0,3.0,2017.0,8.07,7809,5251.666666666667,2017,5574011,0.14009660189045195
38065,tt4364202,Criminal Minds: Beyond Borders,2.0,2017.0,2.0,2016.0,7.06923076923077,1907,2521.5,2017,5574011,0.03421234726662721
38071,tt4370596,Better Things,2.0,2017.25,5.0,2016.0,8.22,3445,3132.5,2017,5574011,0.061804686068972596
38078,tt4374208,Catastrophe,3.0,2017.6666666666667,4.0,2015.0,7.866666666666666,1448,1714.25,2017,5574011,0.02597770259154494
38087,tt4378376,Babylon Berlin,1.0,2017.0,4.0,2017.0,7.875,6377,5530.0,2017,5574011,0.11440594573638266
38111,tt4384086,Life in Pieces,3.0,2017.6666666666667,4.0,2015.0,7.6,3147,3380.75,2017,5574011,0.0564584461709889
38131,tt4396630,The Gifted,1.0,2017.0,2.0,2017.0,7.984615384615385,16536,13536.0,2017,5574011,0.29666249313106846
38134,tt4396862,The Catch,2.0,2017.0,2.0,2016.0,7.659999999999999,1649,2367.5,2017,5574011,0.029583723462332602
38165,tt4422756,The Real O'Neals,2.0,2017.0,2.0,2016.0,6.0375,1981,2263.5,2017,5574011,0.03553993703995202
38258,tt4460878,Wolf Creek,2.0,2017.0,2.0,2016.0,7.766666666666667,970,1250.5,2017,5574011,0.01740219027196035
38266,tt4465472,Rosewood,2.0,2017.0,2.0,2015.0,8.10909090909091,2244,2781.0,2017,5574011,0.040258262855957766
38278,tt4474344,Blindspot,3.0,2017.5,5.0,2015.0,7.818181818181818,12354,14657.4,2017,5574011,0.22163573053587443
38287,tt4477976,Superstore,3.0,2017.4,6.0,2015.0,7.890909090909091,13250,12175.666666666666,2017,5574011,0.23771033103450998
38366,tt4522400,Underground,2.0,2017.0,2.0,2016.0,6.4399999999999995,1153,1761.0,2017,5574011,0.020685283900587926
38378,tt4524056,Vis a vis,3.0,2017.6666666666667,4.0,2015.0,8.0,2587,4057.75,2017,5574011,0.04641182085934169
38433,tt4555364,Knightfall,1.0,2017.0,2.0,2017.0,7.760000000000001,6956,5312.5,2017,5574011,0.12479343869253218
38475,tt4574334,Stranger Things,2.0,2017.6666666666667,4.0,2016.0,8.544444444444444,150360,141916.33333333334,2017,5574011,2.697518896177277
38491,tt4577466,Casual,3.0,2017.0,4.0,2015.0,7.715384615384616,1269,1343.25,2017,5574011,0.022766370572286275
38495,tt4578474,Famous in Love,1.0,2017.0,2.0,2017.0,7.85,1518,1124.5,2017,5574011,0.02723353075550084
38566,tt4607112,Tin Star,1.0,2017.0,3.0,2017.0,7.68,4196,2430.0,2017,5574011,0.0752779282279852
38627,tt4643084,Counterpart,1.0,2017.0,2.0,2017.0,8.320000000000002,10695,8394.5,2017,5574011,0.19187260305011955
38636,tt4647692,Letterkenny,3.0,2017.25,9.0,2016.0,8.528571428571428,1761,1581.4444444444443,2017,5574011,0.03159304852466204
38637,tt4647692,Letterkenny,4.0,2017.875,9.0,2016.0,8.357142857142858,1556,1581.4444444444443,2017,5574011,0.027915266044505473
38673,tt4655480,Chicago Med,4.0,2017.5714285714287,8.0,2015.0,8.077272727272728,4788,6730.666666666667,2017,5574011,0.08589864641458368
38706,tt4667888,Slasher,2.0,2017.6666666666667,4.0,2016.0,7.312500000000001,3448,2810.5,2017,5574011,0.06185850727599928
38732,tt4677934,Documentary Now!,2.0,2017.0,4.0,2015.0,8.014285714285714,2135,2526.0,2017,5574011,0.038302759000655
38753,tt4686698,Frontier,2.0,2017.0,3.0,2016.0,7.833333333333333,2045,2279.3333333333335,2017,5574011,0.03668812278985456
38756,tt4687880,Goliath,2.0,2017.6666666666667,4.0,2016.0,7.3999999999999995,7211,6566.333333333333,2017,5574011,0.12936824128980012
38770,tt4695530,People of Earth,2.0,2017.0,2.0,2016.0,8.15,1103,1475.5,2017,5574011,0.019788263783476565
38949,tt4786824,The Crown,2.0,2017.0,6.0,2016.0,8.620000000000001,37135,37463.75,2017,5574011,0.6662168409786059
38961,tt4787028,Muhtesem Yüzyil: Kösem,2.0,2017.0,2.0,2015.0,8.58,677,1094.5,2017,5574011,0.012145652385687792
38964,tt4789300,Lady Dynamite,2.0,2017.0,2.0,2016.0,7.5,556,1119.0,2017,5574011,0.009974863702278305
38966,tt4789576,The Path,2.0,2017.0,3.0,2016.0,7.592307692307693,1908,2120.0,2017,5574011,0.034230287668969434
38997,tt4800878,Lucky Man,2.0,2017.0,3.0,2016.0,7.85,5733,2878.3333333333335,2017,5574011,0.10285232662798835
39016,tt4816058,Dragons: Race to the Edge,5.0,2017.4,6.0,2015.0,8.076923076923075,1032,1369.3333333333333,2017,5574011,0.018514495217178437
39024,tt4816626,Outsiders,2.0,2017.0,2.0,2016.0,7.36923076923077,1855,2583.0,2017,5574011,0.0332794463448314
39034,tt4820370,Channel Zero,3.0,2017.3333333333333,4.0,2016.0,7.483333333333333,2081,2654.75,2017,5574011,0.037333977274174736
39054,tt4834206,A Series of Unfortunate Events,1.0,2017.0,3.0,2017.0,8.0125,15574,10646.0,2017,5574011,0.2794038260778459
39088,tt4839610,We Bare Bears,3.0,2017.3333333333333,4.0,2014.0,7.338636363636363,3066,3634.75,2017,5574011,0.0550052735812685
39116,tt4855114,Good Behavior,2.0,2017.0,2.0,2016.0,8.34,2088,2862.0,2017,5574011,0.037459560090570325
39177,tt4878326,Wynonna Earp,2.0,2017.6666666666667,4.0,2016.0,9.058333333333334,16281,16555.0,2017,5574011,0.2920876905338005
39201,tt4898282,Blood Drive,1.0,2017.0,1.0,2017.0,7.976923076923077,3268,3268.0,2017,5574011,0.05862923485439839
39206,tt4902964,Tangled: The Series,1.0,2017.0,3.0,2017.0,8.31904761904762,2183,1632.3333333333333,2017,5574011,0.03916389831308191
39210,tt4903242,The Detour,2.0,2017.0,4.0,2016.0,7.7749999999999995,1532,1420.75,2017,5574011,0.027484696388292023
39259,tt4922804,3%,2.0,2017.3333333333333,4.0,2016.0,7.7,3353,3178.75,2017,5574011,0.060154169053487694
39293,tt4938700,I'm Dying Up Here,1.0,2017.0,2.0,2017.0,7.699999999999998,1241,1033.5,2017,5574011,0.022264039306703915
39299,tt4939950,SS-GB,1.0,2017.0,1.0,2017.0,7.2,1026,1026.0,2017,5574011,0.018406852803125075
39319,tt4946972,Training Day,1.0,2017.0,1.0,2017.0,7.753846153846154,1579,1579.0,2017,5574011,0.028327895298376697
39336,tt4955480,Great News,1.0,2017.0,2.0,2017.0,7.6,2013,1954.0,2017,5574011,0.03611402991490329
39339,tt4955642,The Good Place,2.0,2017.3333333333333,4.0,2016.0,8.491666666666669,29740,29432.25,2017,5574011,0.533547565657836
39375,tt4975856,Future Man,1.0,2017.0,3.0,2017.0,8.076923076923077,9693,5894.666666666667,2017,5574011,0.17389631990320795
39405,tt4998212,The Ranch,2.0,2017.3333333333333,4.0,2016.0,7.820000000000002,6274,6567.25,2017,5574011,0.11255808429513325
39408,tt4998350,The Deuce,1.0,2017.0,3.0,2017.0,8.1875,8478,6145.666666666667,2017,5574011,0.15209873105740193
39424,tt5011816,Sneaky Pete,2.0,2017.0,3.0,2015.0,8.53,5365,7002.0,2017,5574011,0.09625025856604875
39429,tt5014882,The Durrells,2.0,2017.0,4.0,2016.0,7.983333333333333,1204,1372.25,2017,5574011,0.02160024442004151
39439,tt5016504,Preacher,2.0,2017.0,4.0,2016.0,7.93076923076923,18752,16028.25,2017,5574011,0.33641842472144384
39469,tt5024912,Insecure,2.0,2017.25,5.0,2016.0,7.6,2566,2396.75,2017,5574011,0.04603507241015491
39476,tt5028002,StartUp,2.0,2017.0,3.0,2016.0,8.15,3151,3538.0,2017,5574011,0.056530207780357805
39479,tt5031234,Time After Time,1.0,2017.0,1.0,2017.0,7.408333333333332,1427,1427.0,2017,5574011,0.02560095414235817
39483,tt5034326,Adam Ruins Everything,2.0,2017.0,3.0,2015.0,5.503846153846154,2620,2504.3333333333335,2017,5574011,0.04700385413663518
39495,tt5037914,Crashing,1.0,2017.0,3.0,2017.0,7.75,1915,1504.0,2017,5574011,0.03435587048536503
39522,tt5052460,Taken,1.0,2017.0,2.0,2017.0,7.51,3840,3512.5,2017,5574011,0.06889114499415233
39528,tt5057130,Medici,2.0,2017.5,3.0,2016.0,8.25,2305,2683.0,2017,5574011,0.04135262739883362
39547,tt5071412,Ozark,1.0,2017.0,4.0,2017.0,8.22,47258,39857.666666666664,2017,5574011,0.8478275338889715
39567,tt5083928,Powerless,1.0,2017.0,1.0,2017.0,7.641666666666667,3393,3393.0,2017,5574011,0.06087178514717678
39616,tt5106590,IMDb Originals,2.0,2017.0,4.0,2015.0,6.249999999999999,2917,2393.75,2017,5574011,0.05233215363227665
39626,tt5114356,Legion,1.0,2017.0,3.0,2017.0,8.725000000000001,33876,21985.0,2017,5574011,0.6077490697452875
39685,tt5151816,Chesapeake Shores,2.0,2017.25,5.0,2016.0,8.289999999999997,1560,1065.6,2017,5574011,0.027987027653874383
39714,tt5164196,Lethal Weapon,2.0,2017.5,3.0,2016.0,8.345454545454546,13708,13614.333333333334,2017,5574011,0.24592703530725002
39729,tt5171438,Star Trek: Discovery,1.0,2017.0,4.0,2017.0,7.393333333333334,71621,51993.666666666664,2017,5574011,1.284909556152652
39752,tt5179408,You Me Her,2.0,2017.0,5.0,2016.0,7.57,1389,1287.8,2017,5574011,0.024919218853353537
39777,tt5189554,Soy Luna,2.0,2017.0,3.0,2016.0,6.756249999999999,3450,2049.6666666666665,2017,5574011,0.06189438808068373
39784,tt5191110,Berlin Station,2.0,2017.5,3.0,2016.0,8.022222222222222,1951,2209.6666666666665,2017,5574011,0.035001724969685205
39810,tt5195114,Andi Mack,1.0,2017.0,3.0,2017.0,8.608333333333334,917,1040.6666666666667,2017,5574011,0.016451348947822315
39817,tt5197820,Van Helsing,2.0,2017.25,5.0,2016.0,7.630769230769231,4137,3719.4,2017,5574011,0.0742194444897938
39821,tt5197860,Tabula Rasa,1.0,2017.0,1.0,2017.0,7.788888888888888,2046,2046.0,2017,5574011,0.03670606319219678
39852,tt5212822,Imposters,1.0,2017.0,2.0,2017.0,8.2,2984,2311.5,2017,5574011,0.05353416058920587
39998,tt5288312,Skam,4.0,2017.0,4.0,2015.0,7.909999999999999,3007,4966.25,2017,5574011,0.053946789843077096
40003,tt5290382,Mindhunter,1.0,2017.0,2.0,2017.0,8.379999999999999,57307,48166.5,2017,5574011,1.0281106370260122
40007,tt5292622,When We Rise,1.0,2017.0,1.0,2017.0,5.8500000000000005,1522,1522.0,2017,5574011,0.02730529236486975
40014,tt5296406,Designated Survivor,2.0,2017.5,3.0,2016.0,7.227272727272726,19614,21091.0,2017,5574011,0.3518830515404437
40072,tt5323988,Full Frontal with Samantha Bee,2.0,2017.0,6.0,2016.0,6.206451612903227,1672,1185.6666666666667,2017,5574011,0.029996352716203826
40136,tt5339440,One Day at a Time,1.0,2017.0,4.0,2017.0,8.36153846153846,5781,3908.25,2017,5574011,0.10371346594041526
40229,tt5396394,American Housewife,2.0,2017.25,5.0,2016.0,7.941666666666667,2879,2494.8,2017,5574011,0.05165041834327202
40242,tt5420376,Riverdale,1.0,2017.0,6.0,2017.0,7.976923076923075,29487,23824.6,2017,5574011,0.5290086438652525
40243,tt5420376,Riverdale,2.0,2017.8,6.0,2017.0,7.940909090909091,33987,23824.6,2017,5574011,0.6097404544052748
40321,tt5460226,Search Party,2.0,2017.25,5.0,2016.0,8.080000000000002,1857,1834.25,2017,5574011,0.03331532714951585
40330,tt5462364,Superior Donuts,1.0,2017.0,2.0,2017.0,7.023076923076924,1393,1346.5,2017,5574011,0.024990980462722447
40339,tt5464086,"Midnight, Texas",1.0,2017.0,2.0,2017.0,8.0,4401,3300.0,2017,5574011,0.07895571070814177
40345,tt5467814,Haters Back Off!,2.0,2017.0,2.0,2016.0,7.9625,835,1402.0,2017,5574011,0.014980235955759685
40404,tt5503718,Gypsy,1.0,2017.0,1.0,2017.0,7.5,5009,5009.0,2017,5574011,0.08986347533221589
40410,tt5511512,Trial & Error,1.0,2017.0,2.0,2017.0,8.292307692307693,3059,2299.0,2017,5574011,0.05487969076487291
40431,tt5515410,Making History,1.0,2017.0,1.0,2017.0,6.599999999999999,1075,1075.0,2017,5574011,0.019285932517894205
40432,tt5516154,Godless,1.0,2017.0,1.0,2017.0,8.27142857142857,12848,12848.0,2017,5574011,0.23049828929293464
40470,tt5531466,DuckTales,1.0,2017.0,3.0,2017.0,8.265217391304349,17311,14168.666666666666,2017,5574011,0.3105663049462945
40485,tt5536400,Man with a Plan,2.0,2017.3333333333333,4.0,2016.0,7.838095238095238,3681,3123.0,2017,5574011,0.0660386210217382
40500,tt5541338,Six,1.0,2017.0,2.0,2017.0,7.7,3033,2574.5,2017,5574011,0.054413240303975
40525,tt5555260,This Is Us,2.0,2017.2,6.0,2016.0,8.738888888888887,42775,30673.8,2017,5574011,0.7674007101887671
40543,tt5565334,Friends from College,1.0,2017.0,2.0,2017.0,7.012499999999999,3142,2478.5,2017,5574011,0.05636874415927776
40562,tt5574490,Animal Kingdom,2.0,2017.0,6.0,2016.0,8.569230769230769,5700,4813.0,2017,5574011,0.10226029335069486
40572,tt5580540,Santa Clarita Diet,1.0,2017.0,3.0,2017.0,7.94,13531,10518.666666666666,2017,5574011,0.2427515840926758
40579,tt5580664,Voltron: Legendary Defender,5.0,2017.142857142857,8.0,2016.0,8.15,713,1627.375,2017,5574011,0.012791506870007971
40580,tt5580664,Voltron: Legendary Defender,6.0,2017.4285714285713,8.0,2016.0,8.614285714285714,1192,1627.375,2017,5574011,0.021384959591934784
40581,tt5580664,Voltron: Legendary Defender,7.0,2017.7142857142858,8.0,2016.0,7.153846153846155,2036,1627.375,2017,5574011,0.03652665916877451
40599,tt5583512,Cardinal,1.0,2017.0,4.0,2017.0,7.949999999999999,2185,1556.5,2017,5574011,0.03919977911776636
40611,tt5592146,Speechless,2.0,2017.5,3.0,2016.0,7.644444444444444,2269,2836.0,2017,5574011,0.040706772914513446
40613,tt5592230,The Blacklist: Redemption,1.0,2017.0,1.0,2017.0,7.9625,2990,2990.0,2017,5574011,0.053641803003259235
40693,tt5618256,Manhunt,1.0,2017.0,2.0,2017.0,8.212499999999999,11371,7177.0,2017,5574011,0.20400031503346513
40707,tt5620076,Chance,2.0,2017.0,2.0,2016.0,8.84,2151,2988.5,2017,5574011,0.03858980543813064
40742,tt5638056,The Mick,1.0,2017.0,2.0,2017.0,7.876470588235293,6300,5592.5,2017,5574011,0.11302453475603116
40744,tt5639976,The Mist,1.0,2017.0,1.0,2017.0,6.359999999999999,7655,7655.0,2017,5574011,0.13733377992974896
40745,tt5640060,Chicago Justice,1.0,2017.0,1.0,2017.0,8.123076923076924,2695,2695.0,2017,5574011,0.04834938431230222
40746,tt5640558,Claws,1.0,2017.0,4.0,2017.0,8.26,1635,1108.0,2017,5574011,0.02933255782954142
40780,tt5651844,Travelers,2.0,2017.0,3.0,2016.0,8.266666666666667,12130,12871.666666666666,2017,5574011,0.21761708041121555
40815,tt5669272,Wet Hot American Summer: Ten Years Later,1.0,2017.0,1.0,2017.0,7.2875,2319,2319.0,2017,5574011,0.0416037930316248
40819,tt5672036,Chelsea,2.0,2017.0,2.0,2016.0,7.216666666666669,540,1638.5,2017,5574011,0.00968781726480267
40829,tt5673782,Genius,1.0,2017.0,4.0,2017.0,8.450000000000001,6965,3739.3333333333335,2017,5574011,0.12495490231361223
40849,tt5675620,The Punisher,1.0,2017.0,2.0,2017.0,8.807692307692308,84394,66846.5,2017,5574011,1.5140623152699195
40887,tt5691552,The Orville,1.0,2017.0,3.0,2017.0,8.008333333333335,38368,37372.0,2017,5574011,0.688337357066572
40926,tt5705956,The White Princess,1.0,2017.0,1.0,2017.0,7.8125,2504,2504.0,2017,5574011,0.04492276746493683
40930,tt5706996,Girlboss,1.0,2017.0,1.0,2017.0,7.292307692307692,3752,3752.0,2017,5574011,0.06731238958803633
40933,tt5707802,Dear White People,1.0,2017.0,4.0,2017.0,6.01,6776,3830.0,2017,5574011,0.12156416627093129
40941,tt5711280,Electric Dreams,1.0,2017.0,1.0,2017.0,7.07,28356,28356.0,2017,5574011,0.5087180488161935
40945,tt5712554,The Grand Tour,2.0,2017.25,5.0,2016.0,8.354545454545454,14411,17950.5,2017,5574011,0.2585391381538357
40967,tt5720168,Marlon,1.0,2017.0,2.0,2017.0,7.37,1215,1000.5,2017,5574011,0.021797588845806008
40974,tt5722190,Brockmire,1.0,2017.0,4.0,2017.0,7.875,1538,1021.25,2017,5574011,0.027592338802345386
40979,tt5722214,Stan Against Evil,2.0,2017.0,3.0,2016.0,7.8374999999999995,1138,1251.3333333333333,2017,5574011,0.020416177865454518
40982,tt5722298,Private Eyes,2.0,2017.25,5.0,2016.0,8.05,2085,1093.6,2017,5574011,0.03740573888354365
41044,tt5753856,Dark,1.0,2017.0,3.0,2017.0,8.799999999999999,109773,102051.0,2017,5574011,1.969371786313303
41047,tt5754602,4 Blocks,1.0,2017.0,3.0,2017.0,8.183333333333332,1614,1257.6666666666667,2017,5574011,0.02895580938035465
41068,tt5761478,Harlots,1.0,2017.0,3.0,2017.0,7.9375,1737,1240.0,2017,5574011,0.03116247886844859
41071,tt5761496,Get Shorty,1.0,2017.0,3.0,2017.0,8.180000000000001,2061,1488.0,2017,5574011,0.03697516922733019
41090,tt5770786,GLOW,1.0,2017.0,3.0,2017.0,7.960000000000001,12305,10022.0,2017,5574011,0.2207566508211053
41093,tt5770788,Sick Note,1.0,2017.0,2.0,2017.0,7.3500000000000005,1234,1170.5,2017,5574011,0.022138456490308326
41149,tt5788792,The Marvelous Mrs. Maisel,1.0,2017.0,4.0,2017.0,8.487499999999999,17475,14844.0,2017,5574011,0.31350853093041975
41168,tt5798078,Dimension 404,1.0,2017.0,1.0,2017.0,6.55,2227,2227.0,2017,5574011,0.039953276016139905
41188,tt5809150,Ransom,1.0,2017.0,3.0,2017.0,7.569230769230769,1799,1184.3333333333333,2017,5574011,0.03227478381366668
41226,tt5827228,Bull,2.0,2017.0,6.0,2016.0,6.959090909090909,8463,6604.4,2017,5574011,0.15182962502226852
41242,tt5834204,The Handmaid's Tale,1.0,2017.0,5.0,2017.0,8.43,45981,39991.75,2017,5574011,0.8249176400979474
41299,tt5853176,The Good Fight,1.0,2017.0,6.0,2017.0,8.159999999999998,6400,4809.2,2017,5574011,0.11481857499025387
41300,tt5853176,The Good Fight,2.0,2017.8,6.0,2017.0,8.207692307692305,7197,4809.2,2017,5574011,0.12911707565700892
41380,tt5884792,Disjointed,1.0,2017.0,1.0,2017.0,7.555,3478,3478.0,2017,5574011,0.06239671934626609
41457,tt5912064,Kim's Convenience,2.0,2017.25,5.0,2016.0,7.761538461538462,2875,2543.0,2017,5574011,0.051578656733903105
41497,tt5932548,Britannia,1.0,2017.0,3.0,2017.0,7.51111111111111,4010,2116.0,2017,5574011,0.07194101339233094
41503,tt5936448,Riviera,1.0,2017.0,3.0,2017.0,7.260000000000001,2463,1509.3333333333333,2017,5574011,0.044187210968905516
41507,tt5936838,Prime Suspect 1973,1.0,2017.0,1.0,2017.0,7.849999999999999,1265,1265.0,2017,5574011,0.02269460896291737
41642,tt6010920,White Gold,1.0,2017.0,2.0,2017.0,7.616666666666667,1569,1171.0,2017,5574011,0.02814849127495443
41661,tt6021284,Liar,1.0,2017.0,2.0,2017.0,7.349999999999999,1865,1382.0,2017,5574011,0.03345885036825367
41707,tt6045840,Black Lightning,1.0,2017.0,4.0,2017.0,7.261538461538462,12683,7281.25,2017,5574011,0.22753812290646716
41716,tt6048596,The Sinner,1.0,2017.0,4.0,2017.0,8.212499999999999,20732,14824.333333333334,2017,5574011,0.37194042135905364
41726,tt6053538,Ghosted,1.0,2017.0,1.0,2017.0,7.04375,3609,3609.0,2017,5574011,0.06474691205309785
41757,tt6064882,Room 104,1.0,2017.0,4.0,2017.0,6.183333333333334,8916,4063.25,2017,5574011,0.15995662728329743
41787,tt6078096,High Maintenance,2.0,2017.3333333333333,4.0,2016.0,8.15,2075,1689.75,2017,5574011,0.03722633486012138
41791,tt6078644,Broken,1.0,2017.0,1.0,2017.0,8.566666666666666,1009,1009.0,2017,5574011,0.018101865963307213
41852,tt6106704,Damnation,1.0,2017.0,1.0,2017.0,8.24,2375,2375.0,2017,5574011,0.04260845556278953
41859,tt6110318,Law & Order True Crime,1.0,2017.0,1.0,2017.0,7.9625,1251,1251.0,2017,5574011,0.022443443330126187
41864,tt6111130,S.W.A.T.,1.0,2017.0,5.0,2017.0,7.55,10995,6689.75,2017,5574011,0.19725472375278771
41875,tt6112414,Inside Edge,1.0,2017.0,3.0,2017.0,8.129999999999999,1626,1461.5,2017,5574011,0.029171094208461375
41883,tt6116060,The Bold Type,1.0,2017.0,5.0,2017.0,8.309999999999999,3910,1914.2,2017,5574011,0.07014697315810822
41918,tt6128262,Gunpowder,1.0,2017.0,1.0,2017.0,7.433333333333334,1604,1604.0,2017,5574011,0.028776405356932377
41919,tt6128300,Dynasty,1.0,2017.0,5.0,2017.0,8.518181818181818,10685,6184.25,2017,5574011,0.1916931990266973
41932,tt6130902,Lore,1.0,2017.0,2.0,2017.0,7.216666666666666,2752,2118.5,2017,5574011,0.049371987245809164
41954,tt6135682,Spider-Man,1.0,2017.0,3.0,2017.0,6.607692307692307,2444,1524.3333333333333,2017,5574011,0.0438463433244032
41976,tt6143796,Workin' Moms,1.0,2017.0,5.0,2017.0,7.461538461538462,1872,1168.0,2017,5574011,0.03358443318464926
42044,tt6170874,Salvation,1.0,2017.0,2.0,2017.0,7.653846153846154,7231,6086.5,2017,5574011,0.12972704933664464
42153,tt6226232,Young Sheldon,1.0,2017.0,7.0,2017.0,7.64090909090909,22684,15024.5,2017,5574011,0.4069600867310811
42154,tt6226232,Young Sheldon,2.0,2017.6666666666667,7.0,2017.0,7.804545454545454,16518,15024.5,2017,5574011,0.29633956588890836
42207,tt6244192,Leah Remini: Scientology and the Aftermath,2.0,2017.5,3.0,2016.0,9.07857142857143,1540,1493.0,2017,5574011,0.02762821960702984
42229,tt6257970,The End of the F***ing World,1.0,2017.0,2.0,2017.0,8.1625,30019,25236.5,2017,5574011,0.5385529379113173
42264,tt6274614,SMILF,1.0,2017.0,2.0,2017.0,7.3,1532,1208.0,2017,5574011,0.027484696388292023
42337,tt6315640,Atypical,1.0,2017.0,4.0,2017.0,8.224999999999998,10471,8681.75,2017,5574011,0.18785395292546067
42373,tt6333098,Abstract: The Art of Design,1.0,2017.0,2.0,2017.0,7.9375,2908,1897.5,2017,5574011,0.052170690011196605
42391,tt6340502,Inuyashiki,1.0,2017.0,1.0,2017.0,7.909090909090909,1204,1204.0,2017,5574011,0.02160024442004151
42394,tt6342474,Boruto: Naruto Next Generations,1.0,2017.0,1.0,2017.0,7.760280373831777,65961,65961.0,2017,5574011,1.1833668788956462
42408,tt6352180,Little Witch Academia,1.0,2017.0,1.0,2017.0,8.395999999999999,3583,3583.0,2017,5574011,0.06428046159219994
42467,tt6396252,Ölene Kadar,1.0,2017.0,1.0,2017.0,9.653846153846153,1117,1117.0,2017,5574011,0.020039429416267747
42531,tt6423364,Bad Blood,1.0,2017.0,2.0,2017.0,7.783333333333334,1432,1473.5,2017,5574011,0.025690656154069305
42566,tt6439752,Snowfall,1.0,2017.0,5.0,2017.0,7.745454545454546,3486,2695.0,2017,5574011,0.06254024256500391
42617,tt6461736,The Brave,1.0,2017.0,1.0,2017.0,8.484615384615385,5417,5417.0,2017,5574011,0.09718315948784458
42619,tt6461794,9JKL,1.0,2017.0,1.0,2017.0,6.175,1118,1118.0,2017,5574011,0.020057369818609973
42632,tt6467294,Somewhere Between,1.0,2017.0,1.0,2017.0,7.290000000000001,1435,1435.0,2017,5574011,0.025744477361095985
42633,tt6467482,La Mante,1.0,2017.0,1.0,2017.0,7.400000000000001,1951,1951.0,2017,5574011,0.035001724969685205
42639,tt6470478,The Good Doctor,1.0,2017.0,5.0,2017.0,8.127777777777778,39697,21727.5,2017,5574011,0.7121801517793919
42647,tt6473344,SEAL Team,1.0,2017.0,5.0,2017.0,8.031818181818181,11299,7519.0,2017,5574011,0.20270860606482477
42652,tt6474174,Kevin (Probably) Saves the World,1.0,2017.0,1.0,2017.0,8.53125,3256,3256.0,2017,5574011,0.05841395002629166
42660,tt6477194,"Me, Myself and I",1.0,2017.0,1.0,2017.0,7.5307692307692315,1191,1191.0,2017,5574011,0.021367019189592558
42661,tt6478318,Masum,1.0,2017.0,1.0,2017.0,8.399999999999999,2759,2759.0,2017,5574011,0.04949757006220476
42714,tt6503244,Valor,1.0,2017.0,1.0,2017.0,7.015384615384615,2409,2409.0,2017,5574011,0.04321842924242525
42733,tt6517102,Castlevania,1.0,2017.0,4.0,2017.0,8.05,8376,11445.75,2017,5574011,0.15026881001849476
42743,tt6522758,Wisdom of the Crowd,1.0,2017.0,1.0,2017.0,7.676923076923076,1474,1474.0,2017,5574011,0.026444153052442847
42749,tt6524350,Big Mouth,1.0,2017.0,6.0,2017.0,7.63,14040,9623.25,2017,5574011,0.25188324888486946
42750,tt6524350,Big Mouth,2.0,2017.8,6.0,2017.0,7.9799999999999995,9983,9623.25,2017,5574011,0.17909903658245382
42907,tt6623682,Rebecka Martinsson,1.0,2017.0,2.0,2017.0,6.999999999999999,1408,1047.5,2017,5574011,0.02526008649785585
43019,tt6692188,El Chapo,1.0,2017.0,3.0,2017.0,7.922222222222223,3267,2982.3333333333335,2017,5574011,0.05861129445205616
43076,tt6724368,Fi,1.0,2017.0,2.0,2017.0,8.033333333333333,1444,1230.0,2017,5574011,0.02590594098217603
43089,tt6734482,The Loch,1.0,2017.0,1.0,2017.0,7.483333333333333,1183,1183.0,2017,5574011,0.02122349597085474
43116,tt6755926,Re: Creators,1.0,2017.0,1.0,2017.0,8.627272727272727,1239,1239.0,2017,5574011,0.022228158502019462
43169,tt6769208,Blue Planet II,1.0,2017.0,1.0,2017.0,8.799999999999999,6920,6920.0,2017,5574011,0.12414758420821201
43188,tt6779076,Star Wars: Forces of Destiny,1.0,2017.0,2.0,2017.0,6.261111111111111,3325,2797.0,2017,5574011,0.05965183778790534
43209,tt6792200,The Keepers,1.0,2017.0,1.0,2017.0,8.157142857142857,3323,3323.0,2017,5574011,0.05961595698322088
43214,tt6794990,Absentia,1.0,2017.0,3.0,2017.0,7.959999999999999,6572,4360.333333333333,2017,5574011,0.11790432419311694
43308,tt6856484,Ghost Wars,1.0,2017.0,1.0,2017.0,7.423076923076923,2324,2324.0,2017,5574011,0.041693495043335936
43325,tt6873926,Two Sentence Horror Stories,1.0,2017.0,3.0,2017.0,5.9,263,1070.0,2017,5574011,0.004718325816005745
43337,tt6877772,American Vandal,1.0,2017.0,2.0,2017.0,8.125,6360,5476.5,2017,5574011,0.11410095889656478
43350,tt6883044,Bose: Dead/Alive,1.0,2017.0,1.0,2017.0,8.611111111111109,1148,1148.0,2017,5574011,0.02059558188887679
43428,tt6928052,Free Rein,1.0,2017.0,3.0,2017.0,8.429999999999998,424,3196.3333333333335,2017,5574011,0.007606730593104319
43504,tt6958022,The Defiant Ones,1.0,2017.0,1.0,2017.0,8.774999999999999,1502,1502.0,2017,5574011,0.026946484318025207
43520,tt6965802,OK K.O.! Let's Be Heroes,1.0,2017.0,3.0,2017.0,7.938461538461538,2444,1281.0,2017,5574011,0.0438463433244032
43567,tt6987966,The Jim Jefferies Show,1.0,2017.0,3.0,2017.0,7.795238095238096,1177,1115.6666666666667,2017,5574011,0.021115853556801376
